wavenumber_cm1,reflectance
560,0.1486838417
584,0.1403368628
609,0.1178602135
644,0.06450051568
680,0.04748117742
704,0.04744744841
729,0.05546412854
759,0.0780885892
809,0.1039744185
860,0.139689946
899,0.1512858243
944,0.1983276311
