wavenumber_cm1,reflectance
560,0.014239699
584,0.0112992247
609,0.008775597613
644,0.008805337779
680,0.009747306962
704,0.01012051724
809,0.01283929591
860,0.01946811166
899,0.02356486269
944,0.02686670603
