wavenumber_cm1,reflectance
560,0.03566998395
584,0.01297197419
609,0.01744823734
644,0.01402847707
680,0.006135690359
704,0.007345353705
809,0.01616061563
860,0.02986314395
899,0.06036397394
944,0.08412276441
