wavenumber_cm1,reflectance
560,0.03267254935
584,0.04672506387
609,0.0458215126
644,0.02952459795
680,0.01517391724
704,0.01645663175
729,0.01823039899
759,0.01726417528
809,0.01760268477
860,0.02842160959
899,0.04312239024
944,0.05913968335
