wavenumber_cm1,reflectance
560,0.01688411725
584,0.01267471203
609,0.01101375578
644,0.01076407128
680,0.01041008427
704,0.01044073828
809,0.01442961191
860,0.01577309515
899,0.01678865312
944,0.01754364129
