wavenumber_cm1,reflectance
560,0.09767133696
584,0.07097674
609,0.06826511966
644,0.05064682241
680,0.05849495293
704,0.06712897351
729,0.08135343719
759,0.09753094895
809,0.1520785855
860,0.2830701399
899,0.3725090557
944,0.2242781726
