wavenumber_cm1,reflectance
560,0.009628262323
584,0.008010861467
609,0.00867470328
644,0.007014917916
680,0.005490806006
704,0.00519356856
809,0.007681881044
860,0.01076725489
899,0.01399774171
944,0.01583398194
