wavenumber_cm1,reflectance
560,0.01564098441
584,0.01260573726
609,0.01008083967
644,0.0104497211
680,0.01153446241
704,0.0120969202
809,0.01457240368
860,0.02330815527
899,0.02952820296
944,0.03437250089
