wavenumber_cm1,reflectance
560,0.01918578945
584,0.01589243993
609,0.0150931352
644,0.01625195131
680,0.0185126475
704,0.01935989257
809,0.02056086487
860,0.03181177517
899,0.04152515253
944,0.04986424483
