wavenumber_cm1,reflectance
560,0.1563079298
584,0.0989928233
609,0.09799384199
644,0.0777235521
680,0.05262798271
704,0.06245319625
729,0.07757169594
759,0.09809725831
809,0.1206604278
860,0.1585307553
899,0.2268763187
944,0.2475733037
