wavenumber_cm1,reflectance
560,0.01356869155
584,0.01261189148
609,0.01054343101
644,0.008713167579
680,0.008823423693
704,0.009550258199
809,0.01589963676
860,0.0169335753
899,0.01711568618
944,0.01656179919
