wavenumber_cm1,reflectance
560,0.05248294034
584,0.0292706442
609,0.0126190806
644,0.01127675818
680,0.01085763932
704,0.01125492531
729,0.01352553654
759,0.01545300258
809,0.02080749258
860,0.04026873638
899,0.05159315782
944,0.04746399567
