wavenumber_cm1,reflectance
560,0.03814612877
584,0.04927107226
609,0.01051434542
644,0.008191412108
680,0.01028588415
704,0.01259986779
729,0.01515791877
759,0.01771890626
809,0.02582565657
860,0.06090272174
899,0.07187346627
944,0.04367805263
