wavenumber_cm1,reflectance
560,0.01984504506
584,0.0172662303
609,0.01613965035
644,0.01640855477
680,0.01761971847
704,0.01782770339
809,0.02029732161
860,0.02931854471
899,0.0360100082
944,0.03954816258
