wavenumber_cm1,reflectance
560,0.02712240703
584,0.01781419194
609,0.02066673058
644,0.01705971116
680,0.01332059906
704,0.01392083778
809,0.02086335901
860,0.03281243388
899,0.05298865092
944,0.05637603353
