wavenumber_cm1,reflectance
560,0.1615336344
584,0.09860790866
609,0.1066916858
644,0.08589984313
680,0.05549027372
704,0.06326352379
729,0.07486544142
759,0.08807773095
809,0.1045275294
860,0.1615073237
899,0.2346796685
944,0.2274460973
