wavenumber_cm1,reflectance
560,0.2149610006
584,0.1439904599
609,0.1393203064
644,0.1308059976
680,0.1350395447
704,0.1385468202
729,0.1595577549
759,0.1776688242
809,0.2363487317
860,0.3691716284
899,0.4072246388
944,0.4157566427
