wavenumber_cm1,reflectance
560,0.01964391548
584,0.01422207104
609,0.01119894347
644,0.01119920528
680,0.01268694916
704,0.01331645868
809,0.0172428166
860,0.02758531827
899,0.03446871036
944,0.03994810932
