wavenumber_cm1,reflectance
560,0.01249826556
584,0.01337449719
609,0.01288014092
644,0.01169149717
680,0.01004713121
704,0.009414876335
729,0.01045361349
759,0.01174798883
809,0.01409792719
860,0.01631019354
899,0.01929975365
944,0.02552507446
