wavenumber_cm1,reflectance
560,0.1050017332
584,0.1320981058
609,0.1324005594
644,0.09807882656
680,0.096503953
704,0.1016026284
729,0.1087248431
759,0.09633501079
809,0.1199795906
860,0.1856483496
899,0.2912361072
944,0.3765701727
