Wavelength,Calibrated reflectance,Error
460.0,0.428077,0.000406
480.0,0.440885,0.001158
500.0,0.457863,0.000351
520.0,0.473625,0.000193
540.0,0.486346,0.00027
660.0,0.504282,0.000157
680.0,0.502325,0.000148
700.0,0.500154,9.6e-05
720.0,0.499619,7e-05
740.0,0.501394,6.1e-05
860.0,0.520951,0.00011
880.0,0.520228,5.3e-05
900.0,0.519798,4e-05
920.0,0.520321,6.7e-05
940.0,0.522354,0.001505
