Wavelength,Calibrated reflectance,Error
460.0,0.037906,0.000527
480.0,0.037498,0.000211
500.0,0.037706,0.000334
520.0,0.03784,0.000163
540.0,0.038452,0.000119
660.0,0.040012,0.000119
680.0,0.039947,3.1e-05
700.0,0.040061,1.7e-05
720.0,0.039997,3.8e-05
740.0,0.039902,2e-05
860.0,0.038207,1.6e-05
880.0,0.037766,7e-06
900.0,0.037328,6.8e-05
920.0,0.03686,1.4e-05
940.0,0.036469,5e-06
