Wavelength,Calibrated reflectance,Error
460.0,0.076751,0.000865
480.0,0.076997,0.001124
500.0,0.078021,0.001084
520.0,0.079882,0.00119
540.0,0.081848,0.000573
660.0,0.097056,0.000632
680.0,0.099785,0.000737
700.0,0.101362,0.000846
720.0,0.102635,0.00075
740.0,0.103304,0.000834
860.0,0.098608,0.001872
880.0,0.097948,0.017187
900.0,0.096939,0.003151
920.0,0.096166,0.002662
940.0,0.095194,0.002461
