Wavelength,Calibrated reflectance,Error
460.0,0.173953,0.000317
480.0,0.17392,0.000217
500.0,0.176868,0.000332
520.0,0.179765,0.000143
540.0,0.181456,0.000169
660.0,0.175326,0.000131
680.0,0.173609,6e-05
700.0,0.17154,3.2e-05
720.0,0.169563,3.6e-05
740.0,0.167778,4.5e-05
860.0,0.161879,3.1e-05
880.0,0.161005,2.6e-05
900.0,0.15947,2.5e-05
920.0,0.157901,2.5e-05
940.0,0.156412,0.000196
