Wavelength,Calibrated reflectance,Error
460.0,0.070006,0.001446
480.0,0.073521,0.000664
500.0,0.077834,0.000719
520.0,0.082625,0.000824
540.0,0.087798,0.000871
660.0,0.127842,0.001064
680.0,0.136691,0.001021
700.0,0.145053,0.000788
720.0,0.15388,0.000891
740.0,0.163824,0.016542
860.0,0.221395,0.001471
880.0,0.229799,0.003482
900.0,0.239522,0.003997
920.0,0.248676,0.001644
940.0,0.257336,0.002016
