Wavelength,Calibrated reflectance,Error
460.0,0.429712,0.000762
480.0,0.443997,0.000818
500.0,0.471688,0.000629
520.0,0.514734,0.001211
540.0,0.563512,0.001679
660.0,0.669201,0.001779
680.0,0.672744,0.00402
700.0,0.673668,0.002137
720.0,0.676271,0.002464
740.0,0.680519,0.008041
860.0,0.673647,0.003139
880.0,0.668887,0.017375
900.0,0.663245,0.010364
920.0,0.65697,0.006547
940.0,0.64957,0.019181
