Wavelength,Calibrated reflectance,Error
460.0,0.577469,0.001449
480.0,0.596065,0.001612
500.0,0.622791,0.000347
520.0,0.648403,0.00025
540.0,0.676253,0.004167
660.0,0.747287,0.000168
680.0,0.74809,0.000199
700.0,0.749863,0.00013
720.0,0.752866,0.000111
740.0,0.756712,0.000111
860.0,0.78333,0.000161
880.0,0.785909,0.002346
900.0,0.784774,6.1e-05
920.0,0.786878,9.4e-05
940.0,0.788399,0.000104
