Wavelength,Calibrated reflectance,Error
460.0,0.086837,0.000394
480.0,0.086575,0.00049
500.0,0.087852,0.00018
520.0,0.089025,0.000295
540.0,0.090613,0.000239
660.0,0.095531,0.000238
680.0,0.095873,3e-05
700.0,0.096009,2.8e-05
720.0,0.09588,3e-05
740.0,0.09556,2.6e-05
860.0,0.08845,3.4e-05
880.0,0.087006,1.6e-05
900.0,0.085463,2.1e-05
920.0,0.084189,1.3e-05
940.0,0.08323,1.3e-05
