Wavelength,Calibrated reflectance,Error
460.0,0.285127,0.00144
480.0,0.298413,0.000806
500.0,0.313717,0.000279
520.0,0.328971,0.000213
540.0,0.341231,0.00018
660.0,0.358063,0.000165
680.0,0.355065,0.000197
700.0,0.352044,7.1e-05
720.0,0.351286,4.7e-05
740.0,0.353798,5.7e-05
860.0,0.380999,8.6e-05
880.0,0.379982,3.5e-05
900.0,0.379502,2.7e-05
920.0,0.380721,4.9e-05
940.0,0.3834,8.1e-05
